docs,topic,viewpoint,words,perspective,sum_topic
"In all cases, including rape and incest, the ability for women to access emergency hormonal contraceptives (a.K.A ""plan b"") following sexual intercourse is very likely in the United States. While some may make a class argument concerning this topic on a case by case basis, the probability that a woman (even one who was raped) was not on birth/fertility control, did not use a condom, or was not able to access plan b is extremely unlikely.   In all other less extreme cases -mostly concerning pre-planned and consensual intercourse- the woman (and man) had the ability to make a conscious decision to either wear protection (very cheap) or abstain. The fact is, we should not even be having a discussion as to whether women have a ""right"" to what is essentially murder - we should be promoting healthy decisions.",1,1,"['pay', 'stomach', 'pleasure', 'commit', 'foetus', 'good', 'foster', 'deserve', 'love', 'truly']",[24],2
"It is their fault they took their pants off in the first place. And what if you were aborted ,huh? Over 55 million babies were aborted since 1970's . We are in a war and most people don't know it. Guess what the war is ... ABORTION! Yeah that the war and we Should stop it. And insist schools should teach about it in sex Ed how it is a selfish act.",1,1,"['pay', 'stomach', 'pleasure', 'commit', 'foetus', 'good', 'foster', 'deserve', 'love', 'truly']",[24],2
"I feel that the only way that abortion should be legal is if the woman/girl was raped. Abortion is not something that should be played with because you are playing with a life. If you do not want to have children then do not get pregnant, no excuses. Everyone should know how a baby is made. They do not just fall from the sky. You need to have sex and when you have sex you create a new life. This is what procreation is. Some people say that they do not feel they will be good parents. Well, did you think of this when you were getting down and busy? NO! Having a baby is always a thought that should be running through your head when you are in the heat of the moment. These things do not just happen just because, they happen out of actions. You have to understand that being able to lay down with a man will cost you in some way. I do not want to judge because I am not a saint. However, my thoughts are that you should not be having sex if you do not want to have children. Conception or not. Be mature about sex. It is nothing to play with when it comes to creating a new life. Then there are situations like teen pregnancy, but no one wants to listen when it comes to protection. They just are not mature or responsible when it comes to having sex. They do not tell their children what they should be doing in order to abstain from having a child that they are not mentally, emotionally, physically, financially or spiritually ready to take care of.",1,1,"['pay', 'stomach', 'pleasure', 'commit', 'foetus', 'good', 'foster', 'deserve', 'love', 'truly']",[24],2
"It has been clearly demonstrated that life begins at conception.  The idea that we have to wait until the fetus can feel pain or has a heartbeat is beside the point.  Outside of some intervening factor, it will develop into a human, so, therefore, abortion is murder.  Furthermore, given the advances in medicine, there is virtually no reason for someone to become pregnant except by choice in this country.  By failing to take steps to prevent a pregnancy, and then choosing to have an abortion, we are punishing the unborn child for a mistake made not by them, but by one or both parents.  How would we all react if we knew of a case, only one, in which an innocent person were sentenced to die for the actions of someone over whom they had no control, simply because that person was not responsible?  If abortions were banned, people would be forced to be more responsible about their behavior.",1,1,"['pay', 'stomach', 'pleasure', 'commit', 'foetus', 'good', 'foster', 'deserve', 'love', 'truly']",[24],2
"In my opinion, Abortion should be illegal but, I also think that only on special occasions should the women have the choice to have an abortion. I think that if only the women was raped or if they have the baby it might cause damage to the mother, like maybe death, then the women should have the choice whether to have the baby or not. But other than those special occasions I think the women has to have the baby and no matter what. One of the main issues that women argue about abortion being illegal is what if they were raped. That's why, in those types of cases I think its only fair to let the women decide. Because if they were raped and they did not have the choice to abort it then it could ruin there lives. But if they have the baby willingly, and were not raped but made a mistake, I think that that women has to step up and take responsibility for it. Women should not be able to have sex willingly but not want a baby, and then find out they are pregnant and just abort it, because then they will just do it again. If abortion was illegal and only those certain circumstances that I talk about is when the women could have an abortion, then women all around the world would become more responsible and would be more conscious over the actions that they take. This is why I think abortion should be illegal.",5,1,"['method', 'creature', 'member', 'condition', 'humanity', 'love', 'new', 'great', 'organ', 'good']",[24],6
They are the ones who choose to have sex and they knew that they could get pregnant. If they get pregnant that's not the babies fault. Yet they are the ones who suffer from their mistakes. So no women should not be able to have an abortion unless they are raped. Event hen a lot of women who are raped keep the baby because it wasn't that babies fault. Yet someone who chose to have sex takes it out on the baby.,3,1,"['experience', 'machine', 'happiness', 'ok', 'compromise', 'remember', 'okay', 'able', 'support', 'individual']",[24],4
"If the parent's don't want to have a child then they should do everything they can not to. Birth control, condoms, anything. They are stupid and decide to have unprotected sex and then next thing they know they have a kid in her belly. It's not the child's fault that the parents were stupid. They are taking away the child's chance at life when it did not do anything.",1,1,"['pay', 'stomach', 'pleasure', 'commit', 'foetus', 'good', 'foster', 'deserve', 'love', 'truly']",[24],2
"If you are stupid enough to have sex, if its not rape, then you should have to deal with the consequences. You are the one who did this to yourself. If you don't want to keep it, ADOPTION! Maybe you're not stable, then don't have sex. It's a way better choice!",0,1,"['none', 'shut', 'chose', 'genocide', 'heard', 'love', 'mentally', 'second', 'understand', 'father']",[24],1
"Just like what the others say in front of me, a human is a human big, small, unborn or born. It doesn't matter if it is unborn. They have a right to live. If you really did not want a baby THEN USE A CONDOM",2,0,"['environment', 'look', 'hand', 'change', 'mature', 'whatever', 'sexually', 'hard', 'dangerous', 'unstable']",[24],3
"Just think about it, you are here because your mother chose not to abort you. The life that lives inside of you is your creation and it was a choice you made when you decided to spread your legs. If you think after getting pregnant, "" I have my whole life ahead of me!"", well there's adoption. There's plenty of couples that want to have children, and assholes that abort their babies are making it hard on those couples to even find a child to call their own.   So stop murdering your babies.",2,0,"['environment', 'look', 'hand', 'change', 'mature', 'whatever', 'sexually', 'hard', 'dangerous', 'unstable']",[24],3
"Every human is sacred and worthy of dignity - born and unborn.   Abortion and it's supporters take the wonderful and beautiful, and portray it as threatening, replacing it with the horrible, ugly, ultimate selfishness - death for convenience, death for cash.

Many great people rose out of poverty or impossible odds - people who would have been abortions today.",2,0,"['environment', 'look', 'hand', 'change', 'mature', 'whatever', 'sexually', 'hard', 'dangerous', 'unstable']",[24],3
"We hear people saying, ""All lives matter"" but here we're also saying abortion should be legal. Once any women becomes pregnant her body is no longer hers alone anymore, but she's sharing with her fetus. Kids are gifts from above and because of our selfishness we forget the responsibilities given to each parent. A women can do whatever they want with their bodies, but once they're pregnant that right is no longer there.",3,1,"['experience', 'machine', 'happiness', 'ok', 'compromise', 'remember', 'okay', 'able', 'support', 'individual']",[24],4
"Abortion should definitely not be legal for so many reasons.
First off, every person who has some common sense knows that when you have sex a consequence may be pregnancy, and legalising abortion basically is making it ok for anyone to do what ever they want without being responsible for their actions and dealing with the consequences.
Obviously there are circumstances of rape and in that case have the baby and then give it up for adoption as many couples would love and appreciate the child more than you would.
The fetus is a life from the second it is conceived. A 50 year old women is just as much a life as a 2 second old fetus, so if murdering a 50 year old is illegal then so should murdering a fetus be.
I completely agree with women having the right to do what ever they want to do with their body but in this situation it is affecting a life that could turn out to be amazing.
Some of these pro- abortion arguments are BS. Like the one 'a child should not spend its life knowing its mother is stuck with it' and 'a constant reminder to the mother about the rape. Obviously the mother would have given it up for adoption if she knew she couldn't love it.
A life of a child should not be taken away just because you were not responsible.",2,0,"['environment', 'look', 'hand', 'change', 'mature', 'whatever', 'sexually', 'hard', 'dangerous', 'unstable']",[24],3
"I think if a women, or teenager is ""grown"" enough to open her legs, than she better learn to take responsibility of her actions. Life is not free. And people shouldn't take it for granted by getting rid of their unwanted mistakes. They need to grow up, take responsibility and be a mother. This topic shouldn't even be a debate. Its common sense. If your that much against yourself getting pregnant, than dont take the risk of haveing sex.",4,0,"['rapist', 'infant', 'clump', 'hell', 'step', 'gotten', 'fail', 'nervous', 'together', 'unnecessary']",[24],5
"If you want to have sex use a condom or birth control if you don't want to have a baby, that is a life inside you you don't have the right to take. An even better way to not get pregnant is to not have sex in the first place",1,1,"['pay', 'stomach', 'pleasure', 'commit', 'foetus', 'good', 'foster', 'deserve', 'love', 'truly']",[24],2
"Once a woman is pregnant her body is no longer just her body, she must share it with the unborn child. You don't want a child? Don't get pregnant, it's that simple. If your own choices lead you to becoming pregnant own up and take responsibility. In the unfortunate case where the woman was not responsible and/or is unable to care for the child she should give him up for adoption. There are so many women who want kids but can't have them",2,0,"['environment', 'look', 'hand', 'change', 'mature', 'whatever', 'sexually', 'hard', 'dangerous', 'unstable']",[24],3
"Excluding rape and other rare cases which make up about 1-2% of abortions, I believe abortion is an not responsible action. In most cases, a girl/woman becomes pregnant on her own terms and simply decides she does not want to have the child. Perhaps she's too young, too ashamed, too poor, etc. These are things she should have thought about before committing to sex. Oh, the condom broke? Well, yeah, that's a warning we have all heard; it's also YOUR fault, and you should take responsibility for YOUR actions. I'm not against contraception. I'm not religious. People should engage in sexual activity responsibly, and if something comes of it, they should take responsibility for the child that may be produced thereby.",5,1,"['method', 'creature', 'member', 'condition', 'humanity', 'love', 'new', 'great', 'organ', 'good']",[24],6
Why should you kill a baby that you made. It's the peoples fault because they really think that   having sex will make them feel good but   killing a baby while   it's still producing that's just   fucking wrong. I really want to say this because i love baby's. I think it's just wrong.,5,1,"['method', 'creature', 'member', 'condition', 'humanity', 'love', 'new', 'great', 'organ', 'good']",[24],6
"If a woman gets pregnant, that is her responsibility, the baby should not have to suffer for a stupid mistake the mom did. Instead of aborting find other solutions, but most of the time if you were ready for sex you were ready for the consequences that are yet to come.",1,1,"['pay', 'stomach', 'pleasure', 'commit', 'foetus', 'good', 'foster', 'deserve', 'love', 'truly']",[24],2
It should be illegal. Because it's the girl's choice to have sex and she knows that the one night stand can make a big change at her entire life. So she have thought twice before making any move. And at the end she knows what it's going to be when the child it could get her self killed,0,1,"['none', 'shut', 'chose', 'genocide', 'heard', 'love', 'mentally', 'second', 'understand', 'father']",[24],1
If someone is raped why is it okay to get an abortion? Why cant women get abortions if they make a mistake? Why is it okay to kill the child over the crimes of the father but forbidden to kill the child over the mistakes of the mother? Why bring a child into a world where their mother or father doesn't want them or cant provide for them?,1,1,"['pay', 'stomach', 'pleasure', 'commit', 'foetus', 'good', 'foster', 'deserve', 'love', 'truly']",[11],2
"If a woman has an abortion maybe it is for the good of the baby and not because she does not want it. If abortions are made illegal than woman who can barely support themselves who accidentally get pregnant will have three choices. Number one keep the baby which could either be so much of a burden that she and the baby will lose their home. Or what might happen that the mother will put her baby up for adoption which might be a good thing, However the baby will grow up living either a lie, or wondering who her real mother and father are. The third option is that the father could take the baby which could lead to the same problems as stated above. Either way it is a bad thing to make abortion illegal. It would be cruel to bring an unwanted baby into the world.",0,1,"['none', 'shut', 'chose', 'genocide', 'heard', 'love', 'mentally', 'second', 'understand', 'father']",[11],1
"If a woman weren't allowed to do as she wanted with her body, the child would be born into an unloving environment. Trust me i know what that feels like, and i would never want another child to go through what i had to endure every day. It wouldn't be fair to the mother or the child.",2,0,"['environment', 'look', 'hand', 'change', 'mature', 'whatever', 'sexually', 'hard', 'dangerous', 'unstable']",[11],3
"What if the girl got pregnant and it wasn't her fault, what if she got raped? Her parents may be forcing her to get an abortion since she may be too young and will not be able to cope. Although people say its murder or killing a fetus that may grow. Its also not grown yet so there isnt really much wrong with getting it done withing the first weeks or month",5,1,"['method', 'creature', 'member', 'condition', 'humanity', 'love', 'new', 'great', 'organ', 'good']",[11],6
"Teen pregnancies are at a worryingly all time high, and that means that the female gave birth. If they were raped, then the child would have some features of the rapist as DNA travels through sperm cells. And I mean, if you are 16 for example, would you want to go through something like pregnancy? That's just screwed up. I don't care about the ""It's a sin of god and murder and you are an attachment to the devil"" or whatever religious bull they say. The simple reason they make abortion into so called murder is that they want the female to have as many children as she can, so she can pass down the religious lies to the next generation, and they can pass it to the next, and so on. And it is HER Vagina, HER choice!",5,1,"['method', 'creature', 'member', 'condition', 'humanity', 'love', 'new', 'great', 'organ', 'good']",[11],6
"Abortion isn't wrong because you don't know that woman's background and what that woman has been through to get pregnant
How do you know she hasn't been raped? How do you know she hasn't been forced to have sex with no protection? How do you know she has used contraception it just hasn't worked? How do you know she isn't ready for a baby?

That woman may have been raped or forced therefore she may decided that it's best for her and her baby to have an abortion. Yes people will say she could've put it up for adoption and in the future that child will want to find her/his real parents and they find the mother, what will she says about the dad? If she gives birth to the child she may get an emotional attachment therefore will not be able to put her child up for adoption even though that child will be a constant reminder of what happened!

The woman might be young and have used contraception but it just hasn't worked, she might not want to devote herself to a child at such an early stage in her life! It may even be any aged woman that contraception hasn't worked and they aren't ready for a child and don't have the ability to support that child and just doesn't want to go through the pain for something she doesn't want!

If the woman just doesn't want a baby and got pregnant by accident she may just want to do it for that reason and yes people will find this selfish however it may be really hard for that woman to have an abortion so people shouldn't judge others life choices!

Lastly, the foetus isn't a baby yet and hasn't developed any human features!",3,1,"['experience', 'machine', 'happiness', 'ok', 'compromise', 'remember', 'okay', 'able', 'support', 'individual']",[11],4
"Women don't just get abortions for fun. Its not an easy decision. It would be cruel to make a victim of rape, incest,etc. Be a mother if they don't have the means to support the baby. They have got to make sure they are safe and OK before they bring a baby into the world. I don't think anyone should judge someone for terminating their pregnancy. From a purely factual standpoint, making abortions illegal is just backing pregnant women into a corner and forcing them to be a parent to a baby they can't look after.",2,0,"['environment', 'look', 'hand', 'change', 'mature', 'whatever', 'sexually', 'hard', 'dangerous', 'unstable']",[11],3
"A baby that is unwanted will have a much lower chance of having a happy, healthy life when/if it is born, and in any case, the said 'baby' has a potential to be a person just the same as every couple has a potential to get pregnant; neither of these things should have to happen just because it is possible for them to happen. Let people do what they think is best for them.",3,1,"['experience', 'machine', 'happiness', 'ok', 'compromise', 'remember', 'okay', 'able', 'support', 'individual']",[11],4
"Abortion should be legal because you might have gotten pregnant by accident and you aren't able to afford the child. We don't want people to have children living on the streets because their parents don't want them. Would you like to have a rapists child? I wouldn't think so especially if you are 14 you are not ready to be a mom you were forced, to have sex when you did not want to. You wouldn't like to have a 40 as a father to your child.We need to have abortion legalized",3,1,"['experience', 'machine', 'happiness', 'ok', 'compromise', 'remember', 'okay', 'able', 'support', 'individual']",[11],4
"For Health of the mother, when they are at risk from the pregnancy. For unwanted children, it is a shame to bring into the world that is over populated, more unloved children.   When the fetus has no prospect for a healthy life.   It's safer than thumping women in the stomach or jumping them over a cliff on the back of a motorbike which is often what took place with unwanted pregnancies when abortions were not available. Many women died from attempting miscarriage before abortions were allowed.",3,1,"['experience', 'machine', 'happiness', 'ok', 'compromise', 'remember', 'okay', 'able', 'support', 'individual']",[11],4
"You can't treat a fetus  like a human, because it isn't. Although the cells will eventually form a baby, before 12 weeks it is just a cluster of cells. Personally, I believe that if a baby isn't wanted from the start, an abortion is a far better option than going through with a pregnancy when you aren't ready, or financially stable, or even mentally stable enough to handle a child. 'It's murder' the anti abortionists say. I bet you wouldn't say the same to a person going through chemotherapy, killing an unwanted cluster of cells. There are children out there getting abused, neglected, living in foster homes. If you're against abortion, instead of thinking of reasons why it is such a bad thing, go help out the children who became unwanted after they were born, the ones who were given a life that they can't live to the fullest, because most likely their parents were against abortion.",4,0,"['rapist', 'infant', 'clump', 'hell', 'step', 'gotten', 'fail', 'nervous', 'together', 'unnecessary']",[11],5
"Abortion is not the first step a couple should take to deal with an unwanted pregnancy, but in certain situations abortion should not only be a possibility, but an encouraged and supported option. Rape victims, teenagers, and unequipped adults alike should have the right to terminate the pregnancy before a child is placed into an unwelcome home.",4,0,"['rapist', 'infant', 'clump', 'hell', 'step', 'gotten', 'fail', 'nervous', 'together', 'unnecessary']",[11],5
Some people think that it is right because the mother and farther aren't able to look after the child in its condition so it would be horrible to let it live. Also what happens if the mother is sexually assaulted they wouldn't want the baby because it will bring memories of what happened and they won’t want to think of that every time they look at the child they would like to think of good times with the child.,4,0,"['rapist', 'infant', 'clump', 'hell', 'step', 'gotten', 'fail', 'nervous', 'together', 'unnecessary']",[11],5
"What is wrong is bringing a child into the world, and not having the means to take care of or give them a fair chance in life. Dropping them at the orphanage is no better. Rather stop a potential bad life from happening than bring forth a life that will suffer constantly.",0,1,"['none', 'shut', 'chose', 'genocide', 'heard', 'love', 'mentally', 'second', 'understand', 'father']",[11],1
"How can we think abortion is wrong and yet look down on teenage pregnancies. Think of the cases when young and innocent women have been raped and have become pregnant with a child of a criminal. Would you deny her the ability to live her life normally. Also, think of those who couldn't fund for the child in the first place and are forced by society to bring a child into a financially unstable world. The child would lead an unhappy and dangerous life and the pain and worry would have been avoided if only abortion wasn't frowned upon by society. In some cases it is not the fault of the mother and abortion would benefit the child coming into a world where it would have to go through so much pain. It's not the fact that you are ending a life, it is just taking a necessary precaution to those who are not competent enough to raise a child.",1,1,"['pay', 'stomach', 'pleasure', 'commit', 'foetus', 'good', 'foster', 'deserve', 'love', 'truly']",[11],2
"Abortion is done by mostly teenagers and anyone who cannot afford to have a baby. Mostly they cannot afford babies because they are economically unstable or is not prepared for the responsibility. Lets say abortion is illegal and the baby is born. The mother would not be able to provide basic necessities to the baby. She will not give attention, love, and food to the baby. The baby will go through such hardship and often times turn to crimes. 

If you are wanting an abortion you know that you cannot afford a baby. If you cannot afford a baby but must have a baby because the law tells you abortion is illegal, than the baby will have an unfortunate life and cause crimes. Therefore, for the baby, mother, and the society, abortion is not wrong.",4,0,"['rapist', 'infant', 'clump', 'hell', 'step', 'gotten', 'fail', 'nervous', 'together', 'unnecessary']",[11],5
"Although I do agree that abortion is bad and should be gotten rid of in some way, I cannot totally go against it because I feel like some abortion is needed in some cases. 
For example, if a woman was raped and therefore got a baby, that is something that happened against her will, and in that case, I believe that abortion is needed. 
For reasons like that, even though I think abortion should be illegal, I cannot completely go against it being legalized.",2,0,"['environment', 'look', 'hand', 'change', 'mature', 'whatever', 'sexually', 'hard', 'dangerous', 'unstable']",[11],3
"If abortion was illegal, just think about how many humans would be on planet earth.   If you were raped, or the condom broke, would you really want to raise the child, causing misery whenever you see them? I did not think so. We'd have 900, 000 unwanted people. It seems like murder, but they are too young to have even started their life.",3,1,"['experience', 'machine', 'happiness', 'ok', 'compromise', 'remember', 'okay', 'able', 'support', 'individual']",[11],4
"A baby should not be able to come in the world unwanted.   A woman should have the right to not have baby. VAGINA CANCER IS MORE COMMON WHEN YOU GIVE BIRTH.   If you are a teen mom, you might not have all the nutrients and the vitamins to form a healthy child",3,1,"['experience', 'machine', 'happiness', 'ok', 'compromise', 'remember', 'okay', 'able', 'support', 'individual']",[11],4
Are you people serious? The mother could have been raped! Your going to force her to keep the child (or children??)! What if she doesn't have money or time for the child. The child would than have been sent to and adoption agency. Or the child will wake up every morning with a poor mom who can't afford to buy him clothes. Religions say in the bible it shouldn't be allowed. Your religion should have no interference with billions of women's lives!,0,1,"['none', 'shut', 'chose', 'genocide', 'heard', 'love', 'mentally', 'second', 'understand', 'father']",[11],1
"It is selfish to tell woman not to abort because it makes you feel more ethical or compassionate. If a women is not allowed to abort, the baby will likely have a bad life. I think It is unethical to give birth to a baby with severe birth defects. 
Adoption is not a good alternative. Parents who adopt children have trouble bonding and loving the child. Being in the adoption system is hard on the children. 
Think about what will happen after birth. Most woman will regret aborting. It is up to the mom and dad not anyone else.",3,1,"['experience', 'machine', 'happiness', 'ok', 'compromise', 'remember', 'okay', 'able', 'support', 'individual']",[11],4
I won't chain myself with something i don't want my psychology isn't in the right state am i glad i did a abortion once to all th girls don't listen to those clowns they don't have vagina. . . They don't know my mum said to me how sad your life can be after children my father was alcoholic and abusive i had a sad and full of fear childhood she should had abort me the thing is no one knows what your life is and if you can raise a child so if you don't want it just choose abortion there is nothing bad at it. . The only bad is the after thing yhat happens if a child grow up in a toxic environment,2,0,"['environment', 'look', 'hand', 'change', 'mature', 'whatever', 'sexually', 'hard', 'dangerous', 'unstable']",[11],3
"Moms should not be stuck with a child they cannot care for. Nathan and I think that abortion should be legal because it can stop the baby from suffering if it has a very bad mental illness.   The mother should also have a say, because she is the one with the baby in her stomach.
-Nathan & Benjamin",5,1,"['method', 'creature', 'member', 'condition', 'humanity', 'love', 'new', 'great', 'organ', 'good']",[11],6
"It has been proven that the baby's heart begins to beat within (two weeks-was it?). So, technically: it is indeed murder. However, when you think about the case of a sexually abused woman, for example, what is the point of giving birth to that child? And I don't mean because the woman will have to dealt with an unwanted baby, but would you imagine being the product of a sex offender? Sure, it's not the kids fault, but if I discovered that one of my parents actually had the guts to ruin someone's life in a disgusting and destructive way... I just couldn't live with the horrible truth. 
   And aside from the psychological point, most of the people that disagree to abortion state ""she can just adopt if she doesn't want the baby"". Very true, and it seems like the ideal option. But I personally have seen the lives of orphans/foster children. It's not worth living a childhood waking up everyday praying for a family to proclaim you. And sadly, many of these kids grow up to being adults and never find a home. Because every parent wants the healthiest, youngest most adorable kid and would NEVER consider the offspring of a sexual offender. As if the kid himself were a rapist at age 3...

     And I know, I've said a lot about rape. Well, let's look at it from the angle of a mother that had an ""oops!"" or simply was too uneducated and not responsible to use contraception when she engaged in sexual activity. If it was an ""accident"" she obviously isn't ready to be a mother. (Let alone the father, if he's even around). And it all falls into the same option: adoption. 
     I personally wouldn't abort. I would love my child no matter his/her father. However, I know a lot of women who would rather jump off a cliff before having a child. If they won't have the baby, then the would be better of resting in peace then walking amongst the other 7 billion people on this miserable, selfish planet. Newsflash! The world is full of @$!#! Why bring an unwanted kid into the torture if no one's gonna take care of him or her?

     In conclusion, abortion is a very difficult decision. You are, in fact, killing a baby. However, with the corruption in this world, perhaps it's better to not even bring him/her to life. The decision is so debatable, I personally wouldn't do it, especially with the psychological trauma I could receive afterwards. But I support anyone who decides to do it. Desperate times call for desperate measures, and these woman have enough valid points to make the decision.",4,0,"['rapist', 'infant', 'clump', 'hell', 'step', 'gotten', 'fail', 'nervous', 'together', 'unnecessary']",[11],5
"To put it simply, cancer is also a living thing but you won't complain in destroying that. A baby could not only ruin a persons life but also if abortion was not in place then that baby could be neglected and have to suffer a life which may not be worth living",2,0,"['environment', 'look', 'hand', 'change', 'mature', 'whatever', 'sexually', 'hard', 'dangerous', 'unstable']",[11],3
"To people who think abortion should be illegal, why don't you just become surrogates for women who want abortions and keep the child too while you are at it since you believe that all life is precious from the moment a sperm and egg combine, even a fetus with no brain function until 34 weeks. I think this would be a better solution than forcing a 13 year old girl who was raped go through all of mental and physical pain of child birth.",0,1,"['none', 'shut', 'chose', 'genocide', 'heard', 'love', 'mentally', 'second', 'understand', 'father']",[11],1
"If a woman get pregnant because of a hole in a condom, its not the woman's fault. She already tried to prevent the baby. Is an accident . What if she is not ready to have a baby? She should have a second choice besides birth which is abortion . Thank you",1,1,"['pay', 'stomach', 'pleasure', 'commit', 'foetus', 'good', 'foster', 'deserve', 'love', 'truly']",[11],2
"I think that abortion should be legal, but only in cases of rape, but certainly not in others. In cases of rape, the victim already suffers significant trauma. If she gets pregnant, this trauma is further exacerbated, especially for those who are younger. If abortion is rendered illegal even in this case, the mother will never be able to look at her baby in the same way as any other child. She will relive the rape every time she looks at   her kid, and cannot love him or her as a mother should. Think about the consequences for both the mother and the kid- feelings of abandonment and agitation. To those who claim there is a reason why women get raped, I agree- they get raped because the rapist can get away with it- so what if a child is born? They don't have to take care of it as the mother has to. The victim is bearing the dire consequences of someone else's actions, when there can and should be a choice if she wants to keep the child. I'm not promoting abortion, I'm just saying that rape victims should   have the choice of whether or not they want to keep the baby and whether or not they are ready to take care of the child of   someone who has caused them so much agony.",3,1,"['experience', 'machine', 'happiness', 'ok', 'compromise', 'remember', 'okay', 'able', 'support', 'individual']",[11],4
"What if your life was at risk you’d do almost anything to stay alive? What if the thing to stay alive was killing a child? A child that had no memory of you, nothing it needed to life for yet had done nothing wrong. You’d kill it to keep you alive. Why not? Who would be so mean as to keep the child and let it live on parent-less or with an only father that every time he looked at you would remember your mother? Let it be bullied in school for being a foster child or even let it feel guilty that it was the cause of its mother’s death?",1,1,"['pay', 'stomach', 'pleasure', 'commit', 'foetus', 'good', 'foster', 'deserve', 'love', 'truly']",[11],2
"Seriously, it's ridiculous to think your moral lectures will convince someone to have a baby they do not want. Sometimes in life there are situations where you can barely take care of yourself, let alone another child. I would rather not exist than live a life born to a family that never wanted me, who I was only a burden to. People should only have a child if they're going to love it and appreciate it. It's not fair to anyone to try to force them into looking after someone they aren't able to, and it's not up to you to decide whether they are able to or not.",1,1,"['pay', 'stomach', 'pleasure', 'commit', 'foetus', 'good', 'foster', 'deserve', 'love', 'truly']",[11],2
"No, abortion is not wrong. Because, what if you got raped or something? And you can not keep that child? What are you to do now? Because, you can not keep that baby, or fetus. What ever you want to call it. But, you can't keep it. Cause, it is just not nesasary to keep a baby that you having KNOWING you got RAPED!",5,1,"['method', 'creature', 'member', 'condition', 'humanity', 'love', 'new', 'great', 'organ', 'good']",[11],6
"Many people think that because I was adopted I should be pro-life because I could have been aborted, but I remain pro-choice because I would never have known about my life if I was. If it would have made my biological mother happier, then ultimately it would be fine with me because it's her body that was holding me and her life that would have been altered if she kept me. Although adoption is a choice, there are thousands of children out there without any parents, still waiting to get adopted, and some are very unhappy because of it. I'm aware of the consequences that can come with abortion, but keeping the baby/having the baby adopted isn't for everyone, just like abortion isn't either.",0,1,"['none', 'shut', 'chose', 'genocide', 'heard', 'love', 'mentally', 'second', 'understand', 'father']",[11],1
"It's not wrong to abort a fetus If a woman get pregnant accidentally. What if she can't afford to have a child? The child is gonna suffer for the rest of his life and so do the parents. This is what cause the increasing in poverty, Hunger child and etc. So, Why not to avoid these to happen before it's too late.",2,0,"['environment', 'look', 'hand', 'change', 'mature', 'whatever', 'sexually', 'hard', 'dangerous', 'unstable']",[11],3
"People are making up stupid reasons for no , but if you think about it , how many women kill there children after there born because they dont want them and how many children there is in adoption centres , if my baby was ment to live the rest of its life knowing his parents didnt want him , i dont know he would be in depression and why should it hurt you anyway , its not your baby + babys at that age cant choose (they dont even know whats happening)   so dont say its not fair because they dont have a choice ! And its not a murder ! The baby hasn't even yet formed propely !",1,1,"['pay', 'stomach', 'pleasure', 'commit', 'foetus', 'good', 'foster', 'deserve', 'love', 'truly']",[11],2
"Mothers, whether they are in their teens and from a background with poverty or are in their thirties with a strong socioeconomic standing, don't decide to have an abortion simply for the sake of it. That is to say- they typically have a reason for asking for such a procedure to be exercised. Children born into an environment where they're unwanted- whether it be because they cannot be provided for or they are a detriment to their mother or father's future plans- will often not receive proper parenting, and in the case of a large number of people seeking abortions- be born into an adverse environment. Sub-par parenting and harsh conditions lead children to become more likely to become criminals (https://www.Ncjrs.Gov/html/ojjdp/jjjournal_2003_2/page3.Html for those of you who think I'm pulling this out of my rear end).
Furthermore, forced living leaves the child burdened with the ubquitous sufferings of humanity without the comfort and joy of a mother or father that loves him. This leads to the question of whether all life is sacred, and if having a life at all is ""better"" than not. Now there is no statement of absolute morality which claims that life is sacred save religious scriptures. However, even disregarding the Free Exercise Clause and the separation of church and state, religious scriptures cannot be used as a rational basis for any argument contending that life is sacred, simply for the fact that religion is based on faith. Faith is, by definition, a belief that arises without logical reasoning. Therefore, any person who makes a claim that whatever religion they practice holds all life to be sacred, and as a result of that perceived ""sacredness"" finds abortion to be an abomination is committing the logical fallacy of ""begging the question""- making the unproven assumption that something is true.
Finally, I'd like to redirect this entire contention back to the main idea. ""Is abortion wrong?"" The term ""wrong"" itself implies the implementation of moral philosophy, but there are different ""types"" of morality. However, the form of morality most consistent with reality is consequentialism- where the ends justify the means. The argument from the Pro side (""Pro"" as it applies to debate) is that abortion ends a life. That certainly is bad, but from a moral perspective, that's not always ""wrong"". What would be wrong would be to insist that a woman give birth to a child that she doesn't want in the first place, condemning that child to a future without the exhilaration and comfort of being loved from the very beginning.

(I forgot to mention this as I was typing but a lot of people said adoption was a viable option. Unfortunately, mothers of babies that know that they will be giving their children up for adoption are much more likely to abuse substances during pregnancy. I believe the source for this was ""Freakonomics"", although I don't have the book immediately at hand, although I do recall it was well into the second half of the book)",5,1,"['method', 'creature', 'member', 'condition', 'humanity', 'love', 'new', 'great', 'organ', 'good']",[11],6
